ClaudeHiakuWeb-raw_confidence-num,ClaudeSonnetWeb-raw_confidence-num,ClaudeOpuWeb-raw_confidence-num,GeminiWeb-raw_confidence-num,GeminiAdvancedWeb-raw_confidence-num,gpt-3.5-turbo-0125_confidence-num,gpt-4-0613_confidence-num,GPT3.5Web_confidence-num,GPT4Web_confidence-num,llama2-13B-Q5KM_confidence-num,medicine-chat-Q8_confidence-num,llama2-7B-Q8_confidence-num,mistral-instruct-v2-Q8_confidence-num,phi3-3b-Q16_confidence-num,llama3-8b-Q8_confidence-num,Llama27B-Poe_confidence-num,Mixtral-8x7B-Poe_confidence-num,MistralLarge-Poe_confidence-num,Llama270B-Poe_confidence-num,claude-3-opus-20240229_confidence-num,claude-3-haiku-20240307_confidence-num,claude-3-sonnet-20240229_confidence-num,Llama3-70b-Poe_confidence-num,Llama3-8b-Poe_confidence-num,gpt-4o-2024-05-13_confidence-num,openbioLLM-7B-Q8_confidence-num,claude-3-5-sonnet-20240620_confidence-num,gpt-4o-mini-2024-07-18_confidence-num,gemma2-9b-it_confidence-num,Gemma2-9b-Q8_confidence-num,Mistral-7B-T_confidence-num,Llama-2-13b_confidence-num,Phi3-medium14b-Q6_confidence-num,Llama3.1-405B_confidence-num,Llama3.1-70B_confidence-num,Llama3.1-8B_confidence-num,gemma2-27b-it_confidence-num
9,8,8,9,8,not_mentioned,9,9,8,9,10,8,10,9,not_mentioned,8,9.0,6,8.0,9,not_mentioned,8,8.0,8,9,not_mentioned,9,9,8,9,10,9.0,9.0,8,9,9.0,9
9,9,8,9,9,not_mentioned,9,8,9,not_mentioned,not_mentioned,9,9,9,not_mentioned,8,9.0,8,8.0,9,9.0,9,9.0,9,9,not_mentioned,9,9,9,8,10,9.0,8.0,9,9,9.0,8
9,9,9,9,9,not_mentioned,not_mentioned,9,10,not_mentioned,not_mentioned,9,9,9,10,10,9.0,9,9.0,9,9.0,not_mentioned,9.0,9,10,not_mentioned,9,8,9,9,10,9.0,10.0,9,9,9.0,9
9,8,8,8,8,not_mentioned,8,9,9,not_mentioned,not_mentioned,9,9,8,not_mentioned,10,8.0,8,8.0,8,not_mentioned,8,8.0,9,8,not_mentioned,8,8,8,8,10,9.0,9.0,8,9,9.0,7
8,8,8,9,8,not_mentioned,9,9,9,not_mentioned,10,9,9,9,not_mentioned,0,9.0,3,9.0,not_mentioned,not_mentioned,8,8.0,8,8,not_mentioned,9,8,9,9,10,9.0,8.0,8,6,8.0,8
8,8,8,8,7,9,9,9,9,9,7,9,9,9,not_mentioned,9,8.0,8,8.0,10,not_mentioned,8,8.0,9,9,not_mentioned,8,9,8,8,10,9.0,8.0,8,8,9.0,8
9,9,9,9,8,not_mentioned,not_mentioned,8,9,not_mentioned,9,10,9,10,10,8,9.0,8,9.0,8,9.0,9,9.0,9,9,not_mentioned,9,9,9,9,8,9.0,9.0,8,9,9.0,9
9,8,8,8,8,not_mentioned,8,8,9,9,9,not_mentioned,not_mentioned,9,not_mentioned,9,7.0,7,8.0,8,9.0,8,8.0,9,9,not_mentioned,9,9,8,8,10,9.0,8.0,8,8,9.0,9
8,9,6,8,5,not_mentioned,5,8,7,not_mentioned,not_mentioned,10,9,not_mentioned,10,2,9.0,3,9.0,not_mentioned,9.0,8,8.0,8,9,not_mentioned,8,8,1,9,10,9.0,9.0,8,8,9.0,8
8,8,8,8,7,not_mentioned,8,8,9,9,8,8,9,9,10,8,9.0,9,7.0,9,9.0,8,8.0,8,9,not_mentioned,9,9,8,8,9,9.0,9.0,8,8,7.0,8
9,8,8,9,8,not_mentioned,9,9,9,9,not_mentioned,8,not_mentioned,9,not_mentioned,7,9.0,8,9.0,not_mentioned,not_mentioned,not_mentioned,9.0,9,9,not_mentioned,8,8,8,8,10,9.0,8.0,9,9,6.0,9
9,8,8,8,8,not_mentioned,8,9,8,9,not_mentioned,9,9,10,8,10,9.0,8,9.0,9,not_mentioned,8,8.0,9,9,not_mentioned,8,9,8,9,10,9.0,8.0,8,8,6.0,9
9,8,7,8,5,not_mentioned,9,9,8,9,9,9,9,7,6,9,7.0,7,8.0,8,9.0,not_mentioned,8.0,9,9,not_mentioned,8,8,7,8,10,9.0,9.0,7,8,8.0,7
9,6,8,8,8,not_mentioned,not_mentioned,8,8,not_mentioned,10,not_mentioned,9,8,10,10,9.0,8,9.0,not_mentioned,9.0,not_mentioned,8.0,9,9,not_mentioned,9,9,8,9,10,9.0,9.0,9,9,8.0,8
9,8,8,9,8,not_mentioned,not_mentioned,8,9,not_mentioned,10,not_mentioned,10,9,not_mentioned,10,9.0,8,9.0,not_mentioned,9.0,8,8.0,9,8,not_mentioned,8,8,9,9,9,9.0,8.0,8,9,9.0,9
9,9,8,8,9,not_mentioned,8,9,9,not_mentioned,8,9,7,not_mentioned,not_mentioned,not_mentioned,9.0,8,10.0,not_mentioned,9.0,8,9.0,7,not_mentioned,not_mentioned,9,9,9,8,10,9.0,8.0,8,9,9.0,9
9,8,9,9,9,not_mentioned,9,9,9,9,10,10,not_mentioned,9,not_mentioned,9,9.0,9,9.0,not_mentioned,9.0,9,9.0,9,10,10,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,9,9,cell_empty,not_mentioned,10,9,9,not_mentioned,not_mentioned,9,10,not_mentioned,not_mentioned,9,10.0,9,10.0,9,9.0,not_mentioned,9.0,9,9,10,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,8,8,8,not_mentioned,9,9,9,not_mentioned,not_mentioned,not_mentioned,10,9,not_mentioned,10,9.0,8,7.0,not_mentioned,9.0,8,8.0,9,9,not_mentioned,8,9,9,9,8,9.0,9.0,9,9,9.0,9
9,9,9,9,9,not_mentioned,8,9,10,not_mentioned,not_mentioned,not_mentioned,not_mentioned,10,not_mentioned,9,10.0,10,10.0,not_mentioned,9.0,9,9.0,9,9,not_mentioned,9,10,9,9,10,9.0,9.0,9,9,9.0,9
9,9,9,9,cell_empty,not_mentioned,9,9,9,9,not_mentioned,10,10,10,10,10,9.0,9,10.0,9,not_mentioned,9,9.0,9,10,not_mentioned,9,9,9,9,10,9.0,8.0,9,9,9.0,9
9,9,8,9,9,not_mentioned,9,8,9,not_mentioned,not_mentioned,not_mentioned,9,9,10,10,9.0,8,9.0,not_mentioned,not_mentioned,not_mentioned,9.0,8,10,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,8,8,9,9,not_mentioned,not_mentioned,9,9,9,not_mentioned,9,10,9,not_mentioned,10,9.0,9,9.0,not_mentioned,9.0,9,9.0,9,8,not_mentioned,8,9,9,9,10,9.0,8.0,8,9,9.0,9
9,8,8,9,8,not_mentioned,not_mentioned,8,9,9,9,8,not_mentioned,9,10,10,8.0,9,8.0,9,9.0,not_mentioned,9.0,9,9,not_mentioned,9,9,9,8,10,9.0,8.0,9,9,9,9
9,7,8,9,9,not_mentioned,9,9,9,9,not_mentioned,10,10,9,10,7,9.0,8,9.0,8,not_mentioned,9,8.0,9,9,not_mentioned,9,9,8,8,10,6.0,8.0,9,8,9.0,9
8,8,8,8,8,not_mentioned,8,8,9,9,not_mentioned,8,not_mentioned,9,1,10,8.0,8,9.0,8,not_mentioned,not_mentioned,8.0,8,9,8,8,10,8,8,8,9.0,9.0,8,8,8.0,8
9,9,8,10,9,not_mentioned,not_mentioned,9,9,not_mentioned,9,9,10,9,10,9,9.0,8,9.0,not_mentioned,9.0,not_mentioned,9.0,9,9,not_mentioned,9,9,9,8,10,9.0,9.0,8,9,8.0,8
8,8,8,8,8,not_mentioned,9,8,8,not_mentioned,not_mentioned,not_mentioned,not_mentioned,8,not_mentioned,2,8.0,8,8.0,8,not_mentioned,not_mentioned,8.0,9,8,not_mentioned,8,8,8,8,10,9.0,8.0,8,8,9.0,8
9,9,8,8,8,not_mentioned,9,9,9,9,not_mentioned,9,10,9,not_mentioned,9,9.0,8,8.0,not_mentioned,not_mentioned,8,8.0,9,9,not_mentioned,9,9,8,8,9,9.0,9.0,9,9,9.0,9
9,9,9,9,8,not_mentioned,10,7,9,not_mentioned,not_mentioned,not_mentioned,9,10,not_mentioned,10,9.0,8,10.0,9,9.0,9,9.0,9,not_mentioned,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,9,9,9,not_mentioned,9,9,9,not_mentioned,8,10,not_mentioned,9,not_mentioned,10,10.0,9,10.0,not_mentioned,9.0,9,9.0,9,9,not_mentioned,9,9,8,9,10,9.0,9.0,9,9,9.0,9
9,9,9,10,9,not_mentioned,8,9,9,9,not_mentioned,not_mentioned,not_mentioned,9,not_mentioned,2,9.0,9,10.0,8,9.0,8,8.0,9,9,not_mentioned,9,8,9,9,9,9.0,8.0,9,9,9.0,9
8,8,8,7,9,not_mentioned,9,9,9,not_mentioned,not_mentioned,8,10,9,not_mentioned,9,9.0,7,10.0,9,8.0,not_mentioned,9.0,9,9,not_mentioned,8,9,8,8,10,8.0,8.0,8,9,9.0,9
9,9,9,10,8,not_mentioned,not_mentioned,9,9,9,10,not_mentioned,not_mentioned,10,10,10,9.0,9,8.0,9,9.0,9,9.0,9,9,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,8,8,9,not_mentioned,not_mentioned,9,9,9,not_mentioned,not_mentioned,9,9,10,10,9.0,8,9.0,not_mentioned,9.0,not_mentioned,8.0,9,8,not_mentioned,9,9,8,9,10,9.0,9.0,8,8,9.0,9
9,8,6,6,7,not_mentioned,10,9,8,not_mentioned,not_mentioned,10,not_mentioned,9,8,10,9.0,3,10.0,8,9.0,8,8.0,9,9,not_mentioned,8,not_mentioned,8,7,10,9.0,7.0,8,8,8.0,8
8,8,7,8,8,not_mentioned,9,8,8,9,not_mentioned,10,not_mentioned,10,not_mentioned,not_mentioned,8.0,7,9.0,8,not_mentioned,8,8.0,9,9,not_mentioned,7,8,8,8,10,9.0,9.0,8,9,9.0,7
9,2,8,8,5,not_mentioned,not_mentioned,9,7,9,not_mentioned,9,2,9,10,8,9.0,8,9.0,9,9.0,not_mentioned,8.0,9,9,not_mentioned,9,9,5,8,9,9.0,9.0,8,9,9.0,7
8,8,8,8,7,not_mentioned,not_mentioned,8,9,9,not_mentioned,9,9,9,not_mentioned,7,8.0,6,8.0,10,9.0,8,8.0,8,9,not_mentioned,9,8,8,8,10,9.0,9.0,9,9,9.0,9
9,9,8,9,9,not_mentioned,not_mentioned,9,9,not_mentioned,not_mentioned,9,9,9,10,9,10.0,9,9.0,not_mentioned,9.0,not_mentioned,9.0,9,9,not_mentioned,9,8,9,9,10,9.0,10.0,9,9,9.0,9
9,8,8,8,8,not_mentioned,10,8,9,9,9,10,9,9,not_mentioned,7,9.0,8,9.0,9,9.0,not_mentioned,8.0,9,9,not_mentioned,9,8,9,8,1,8.0,9.0,8,8,8.0,6
9,8,7,8,8,not_mentioned,9,8,8,not_mentioned,8,9,10,9,not_mentioned,8,9.0,7,9.0,9,9.0,7,8.0,8,9,not_mentioned,8,9,7,7,10,9.0,8.0,7,9,9.0,9
9,8,8,8,8,not_mentioned,10,7,9,not_mentioned,not_mentioned,not_mentioned,9,not_mentioned,not_mentioned,9,9.0,7,9.0,9,9.0,8,8.0,9,9,not_mentioned,9,9,8,9,10,9.0,9.0,8,8,8.0,8
9,9,8,9,8,not_mentioned,10,9,9,9,not_mentioned,8,10,9,10,9,9.0,8,8.0,not_mentioned,not_mentioned,9,9.0,9,9,10,9,8,9,9,10,9.0,9.0,8,9,9.0,9
9,9,9,10,9,not_mentioned,9,9,10,9,9,9,not_mentioned,9,not_mentioned,10,9.0,9,9.0,9,not_mentioned,9,9.0,9,9,not_mentioned,9,10,9,9,10,9.0,10.0,9,9,9.0,9
9,8,8,8,7,not_mentioned,9,9,9,9,not_mentioned,9,not_mentioned,8,not_mentioned,9,8.0,8,8.0,not_mentioned,not_mentioned,8,8.0,9,9,9,8,9,8,9,10,9.0,9.0,8,8,8.0,9
9,8,8,8,8,not_mentioned,9,8,9,9,not_mentioned,9,9,not_mentioned,not_mentioned,9,9.0,8,9.0,8,9.0,8,8.0,9,9,not_mentioned,9,8,2,9,10,9.0,8.0,9,8,2.0,9
10,9,9,10,9,not_mentioned,10,9,10,9,9,not_mentioned,10,10,9,10,10.0,8,10.0,9,9.0,not_mentioned,9.0,9,10,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,10
8,8,8,8,8,not_mentioned,8,9,8,not_mentioned,8,9,9,9,10,10,9.0,8,9.0,not_mentioned,9.0,8,8.0,9,9,not_mentioned,8,8,8,8,9,9.0,9.0,8,8,9.0,8
9,8,8,8,8,not_mentioned,9,7,8,9,not_mentioned,9,9,not_mentioned,7,10,7.0,7,9.0,not_mentioned,9.0,not_mentioned,8.0,9,9,not_mentioned,8,9,8,8,10,9.0,9.0,8,8,9.0,8
9,9,8,9,8,not_mentioned,9,9,9,9,not_mentioned,not_mentioned,9,9,10,9,9.0,9,8.0,9,9.0,9,9.0,9,9,not_mentioned,9,9,9,8,10,9.0,9.0,8,9,9.0,9
9,8,8,9,8,not_mentioned,9,9,9,not_mentioned,9,9,9,8,1,9,9.0,8,8.0,8,8,8,8.0,9,9,10,8,9,8,8,10,9.0,8.0,9,9,9.0,9
9,8,8,8,8,not_mentioned,9,9,8,9,not_mentioned,not_mentioned,10,9,8,8,9.0,7,8.0,10,9.0,not_mentioned,8.0,9,9,not_mentioned,8,8,8,8,10,9.0,8.0,8,8,9.0,8
9,9,8,9,9,not_mentioned,not_mentioned,9,9,9,not_mentioned,8,10,10,7,10,8.0,8,10.0,not_mentioned,not_mentioned,not_mentioned,8.0,9,9,not_mentioned,9,8,8,8,10,9.0,9.0,8,8,9.0,8
9,8,8,9,8,not_mentioned,8,9,9,9,not_mentioned,not_mentioned,9,9,10,6,8.0,9,8.0,9,not_mentioned,not_mentioned,8.0,9,9,not_mentioned,9,9,8,8,10,9.0,8.0,9,9,9.0,9
8,8,8,9,7,not_mentioned,8,9,9,9,10,9,9,9,not_mentioned,9,9.0,8,8.0,8,8.0,8,8.0,8,8,not_mentioned,8,9,7,7,9,9.0,8.0,9,8,8.0,9
9,8,8,9,2,not_mentioned,not_mentioned,9,9,8,not_mentioned,9,9,7,10,7,9.0,8,8.0,8,not_mentioned,not_mentioned,9.0,9,8,not_mentioned,8,9,8,8,9,8.0,8.0,8,9,9.0,9
9,9,7,8,6,not_mentioned,7,7,7,9,not_mentioned,10,9,8,not_mentioned,9,9.0,8,8.0,5,not_mentioned,not_mentioned,8.0,9,9,10,7,9,6,7,10,9.0,8.0,7,8,9.0,1
9,8,8,7,2,not_mentioned,9,9,9,not_mentioned,not_mentioned,9,not_mentioned,not_mentioned,not_mentioned,9,8.0,8,9.0,8,9.0,8,8.0,2,8,not_mentioned,8,9,7,8,10,9.0,8.0,8,8,9.0,9
8,8,8,9,8,not_mentioned,9,9,9,not_mentioned,not_mentioned,9,10,9,5,9,9.0,9,8.0,8,9.0,8,8.0,8,8,not_mentioned,8,8,9,9,9,9.0,8.0,8,9,2.0,8
8,8,7,9,9,not_mentioned,not_mentioned,9,8,not_mentioned,not_mentioned,10,9,9,not_mentioned,7,9.0,10,9.0,not_mentioned,9.0,8,9.0,8,9,not_mentioned,9,9,8,9,7,9.0,9.0,9,8,9.0,9
9,9,8,9,8,not_mentioned,10,9,9,9,9,not_mentioned,9,9,0,8,8.0,10,10.0,not_mentioned,9.0,9,9.0,9,9,not_mentioned,9,8,8,9,10,9.0,10.0,9,9,9.0,9
9,9,9,9,9,not_mentioned,9,9,9,not_mentioned,not_mentioned,10,10,10,10,9,10.0,9,10.0,9,9.0,8,9.0,9,9,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,8,8,9,8,not_mentioned,10,9,10,9,not_mentioned,10,10,9,8,8,8.0,9,9.0,9,9.0,8,8.0,9,9,not_mentioned,8,9,8,9,9,9.0,10.0,8,8,9.0,9
9,9,8,9,8,not_mentioned,not_mentioned,9,9,9,not_mentioned,9,10,9,10,6,9.0,8,9.0,8,10.0,not_mentioned,8.0,9,9,not_mentioned,9,9,8,9,10,8.0,8.0,9,8,9.0,8
9,9,8,8,8,not_mentioned,not_mentioned,8,9,not_mentioned,9,8,9,9,not_mentioned,9,9.0,8,9.0,10,8.0,8,8.0,8,not_mentioned,not_mentioned,8,9,8,8,9,9.0,8.0,8,9,9.0,7
9,9,8,9,9,not_mentioned,10,9,8,9,10,not_mentioned,not_mentioned,not_mentioned,8,9,9.0,9,8.0,9,9.0,not_mentioned,8.0,9,9,not_mentioned,8,not_mentioned,8,9,10,9.0,8.0,9,2,9.0,9
8,8,8,8,8,not_mentioned,9,9,9,10,8,9,9,8,10,10,8.0,7,8.0,8,8.0,not_mentioned,8.0,9,9,not_mentioned,8,9,7,7,9,9.0,8.0,7,8,8.0,9
9,9,8,9,9,9,9,9,9,not_mentioned,8,8,not_mentioned,9,9,9,8.0,9,8.0,8,9.0,not_mentioned,9.0,8,9,not_mentioned,8,9,8,8,7,9.0,9.0,8,9,9.0,8
9,9,9,10,9,8,10,9,9,not_mentioned,not_mentioned,9,10,9,not_mentioned,9,10.0,10,8.0,not_mentioned,not_mentioned,not_mentioned,10.0,9,9,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,9,9,9,8,9,9,9,not_mentioned,not_mentioned,not_mentioned,10,9,not_mentioned,6,9.0,9,10.0,9,8.0,not_mentioned,9.0,2,9,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,9,9,9,not_mentioned,8,9,9,9,9,10,not_mentioned,9,10,8,9.0,9,8.0,not_mentioned,9.0,not_mentioned,2.0,9,9,not_mentioned,9,9,9,9,10,9.0,9.0,9,9,9.0,9
9,9,8,9,9,not_mentioned,9,8,7,9,not_mentioned,9,10,9,not_mentioned,7,10.0,7,9.0,not_mentioned,9.0,9,8.0,8,9,not_mentioned,9,9,9,9,9,9.0,8.0,8,9,9.0,9
9,8,8,not_mentioned,8,not_mentioned,9,9,9,not_mentioned,not_mentioned,9,10,9,9,8,9.0,9,9.0,not_mentioned,9.0,9,8.0,9,9,9,9,9,8,8,10,9.0,8.0,8,9,8.0,9
